1.300000 	 6.129357 
1.350000 	 1.308471 
1.400000 	 0.520223 
1.450000 	 0.325234 
1.500000 	 0.268200 
1.550000 	 0.349132 
1.600000 	 0.705570 
1.650000 	 0.150403 
1.700000 	 0.081771 
1.750000 	 0.053360 
1.800000 	 0.037724 
1.850000 	 0.027938 
1.900000 	 0.021348 
1.950000 	 0.016692 
2.000000 	 0.013290 
2.050000 	 0.010737 
2.100000 	 0.008782 
2.150000 	 0.007260 
2.200000 	 0.006057 
2.250000 	 0.005095 
2.300000 	 0.004317 
2.350000 	 0.003682 
2.400000 	 0.003159 
2.450000 	 0.002726 
2.500000 	 0.002363 
2.550000 	 0.002059 
2.600000 	 0.001801 
2.650000 	 0.001582 
2.700000 	 0.001395 
2.750000 	 0.001234 
2.800000 	 0.001096 
2.850000 	 0.000976 
2.900000 	 0.000871 
2.950000 	 0.000780 
