1.300000 	 4.714546 
1.350000 	 1.113365 
1.400000 	 0.526997 
1.450000 	 0.393901 
1.500000 	 0.392122 
1.550000 	 0.627014 
1.600000 	 1.420834 
1.650000 	 0.259909 
1.700000 	 0.129013 
1.750000 	 0.079141 
1.800000 	 0.053456 
1.850000 	 0.038204 
1.900000 	 0.028359 
1.950000 	 0.021642 
2.000000 	 0.016874 
2.050000 	 0.013386 
2.100000 	 0.010772 
2.150000 	 0.008775 
2.200000 	 0.007223 
2.250000 	 0.006002 
2.300000 	 0.005028 
2.350000 	 0.004243 
2.400000 	 0.003605 
2.450000 	 0.003081 
2.500000 	 0.002648 
2.550000 	 0.002288 
2.600000 	 0.001986 
2.650000 	 0.001731 
2.700000 	 0.001515 
2.750000 	 0.001331 
2.800000 	 0.001174 
2.850000 	 0.001039 
2.900000 	 0.000922 
2.950000 	 0.000821 
