1.300000 	 5.682410 
1.350000 	 1.281029 
1.400000 	 0.562596 
1.450000 	 0.392536 
1.500000 	 0.366412 
1.550000 	 0.551067 
1.600000 	 1.212287 
1.650000 	 0.231579 
1.700000 	 0.118256 
1.750000 	 0.074041 
1.800000 	 0.050805 
1.850000 	 0.036774 
1.900000 	 0.027588 
1.950000 	 0.021246 
2.000000 	 0.016697 
2.050000 	 0.013339 
2.100000 	 0.010803 
2.150000 	 0.008851 
2.200000 	 0.007325 
2.250000 	 0.006116 
2.300000 	 0.005147 
2.350000 	 0.004362 
2.400000 	 0.003721 
2.450000 	 0.003193 
2.500000 	 0.002754 
2.550000 	 0.002387 
2.600000 	 0.002079 
2.650000 	 0.001818 
2.700000 	 0.001596 
2.750000 	 0.001406 
2.800000 	 0.001244 
2.850000 	 0.001103 
2.900000 	 0.000982 
2.950000 	 0.000876 
