1.300000 	 6.186268 
1.350000 	 1.240261 
1.400000 	 0.431018 
1.450000 	 0.221916 
1.500000 	 0.133249 
1.550000 	 0.087184 
1.600000 	 0.060346 
1.650000 	 0.043492 
1.700000 	 0.032326 
1.750000 	 0.024622 
1.800000 	 0.019134 
1.850000 	 0.015120 
1.900000 	 0.012121 
1.950000 	 0.009838 
2.000000 	 0.008073 
2.050000 	 0.006688 
2.100000 	 0.005589 
2.150000 	 0.004707 
2.200000 	 0.003992 
2.250000 	 0.003408 
2.300000 	 0.002926 
2.350000 	 0.002526 
2.400000 	 0.002191 
2.450000 	 0.001910 
2.500000 	 0.001672 
2.550000 	 0.001469 
2.600000 	 0.001296 
2.650000 	 0.001147 
2.700000 	 0.001019 
2.750000 	 0.000908 
2.800000 	 0.000811 
2.850000 	 0.000727 
2.900000 	 0.000653 
2.950000 	 0.000588 
