   0.00000000       190.000000       3.40428352E-02   1.01702809       6.89125212E-04   6.77439571E-12  -8.26423541E-02   1.70963037       4.27675405E-15  -1.59818376E-03   1.45595752E-16  -1.14437202E-02
   1.00000000       197.000000       3.40447091E-02   1.05104125       6.77872042E-04   6.44793984E-12  -7.55427778E-02   1.59125638       4.40505387E-16  -1.98776764E-03   1.60593225E-16   3.58205289E-03
   2.00000000       200.000000       3.40499915E-02   1.08514261       6.67152635E-04   6.14684605E-12   3.24961916E-02   1.28245163     -0.162246868      -1.35425886E-03  -5.52452728E-03   6.74012862E-03
   3.00000000       200.000000       3.40571664E-02   1.11914527       9.50339891E-04   8.48964909E-12  0.163689286       1.13947129     -0.129082918      -1.52871944E-03  -9.92065109E-03  -1.26042040E-02
   4.00000000       200.000000       3.40652503E-02   1.15326166       1.34032976E-03   1.16199802E-11  0.191547185       1.02841723      -6.19727261E-02  -2.21288181E-03  -1.20317675E-02  -2.20051464E-02
   5.00000000       200.000000       3.40752266E-02   1.18727005       1.85580330E-03   1.56272547E-11  0.193290144      0.942109287       5.96004948E-02  -3.02818906E-03  -1.00008231E-02  -2.90763173E-02
   6.00000000       200.000000       3.40886116E-02   1.22141874       2.56316527E-03   2.09816158E-11  0.179750934      0.872645020      0.271912664      -4.19488456E-03  -7.31506909E-04  -4.14680541E-02
   7.00000000       200.000000       3.41038704E-02   1.25543642       3.55083868E-03   2.82772868E-11  0.152157247      0.810356140      0.626728594      -5.85605996E-03   2.06428431E-02  -5.81574030E-02
   8.00000000       200.000000       3.41209993E-02   1.28956389       4.92825545E-03   3.82083740E-11  0.112310529      0.752942801       1.19455528      -8.16275924E-03   6.14034981E-02  -7.70317912E-02
   9.00000000       200.000000       3.41415480E-02   1.32373023       6.73881266E-03   5.08986013E-11   7.16900155E-02  0.704119563       1.96694469      -1.11145452E-02  0.128558338      -9.61881727E-02
   10.0000000       200.000000       3.41642797E-02   1.35789859       9.01470333E-03   6.63763280E-11   3.29557993E-02  0.663646579       2.82789969      -1.47329271E-02  0.225168869     -0.124215707    
   11.0000000       200.000000       3.41873281E-02   1.39207828       1.20262206E-02   8.63767738E-11   5.85799385E-03  0.632187009       3.79485178      -1.96047854E-02  0.354906261     -0.165548220    
   2.00000000       200.000000       3.42125520E-02   1.42626679       1.59696564E-02   1.11950130E-10  -1.14078233E-02  0.606690645       4.77817011      -2.60566082E-02  0.518385470     -0.217783287    
   3.00000000       200.000000       3.42412032E-02   1.46045995       2.10817270E-02   1.44323387E-10  -2.15792395E-02  0.583821177       5.67288685      -3.45133096E-02  0.712635994     -0.285152316    
   4.00000000       200.000000       3.42717990E-02   1.49468386       2.76706219E-02   1.85089791E-10  -2.73335092E-02  0.562212110       6.40313721      -4.55938764E-02  0.932089031     -0.373133451    
   5.00000000       200.000000       3.43041234E-02   1.52902329       3.61421965E-02   2.36335118E-10  -2.95087602E-02  0.541895807       6.85978317      -6.01021014E-02   1.16741729     -0.485702068    
   6.00000000       200.000000       3.43400165E-02   1.56331646       4.69472446E-02   3.00251379E-10  -2.93954387E-02  0.523087025       6.92603111      -7.89351612E-02   1.40525842     -0.627480447    
   7.00000000       200.000000       3.43780145E-02   1.59766877       6.06801771E-02   3.79734882E-10  -2.81192679E-02  0.505563319       6.48529959     -0.103221364       1.62820816     -0.816197276    
   8.00000000       400.000000       3.44163403E-02   1.63212323       7.79835135E-02   4.77734463E-10  -2.65334453E-02  0.489053875       5.38271856     -0.135085046       1.81346452      -1.04052055    
   9.00000000       400.000000       3.44596468E-02   1.66651404       9.92131755E-02   5.95231475E-10  -2.47178506E-02  0.473344237       3.44823050     -0.174887627       1.93228829      -1.29778039    
   10.0000000       400.000000       3.45019177E-02   1.70102203      0.124938384       7.34378114E-10  -2.27327086E-02  0.458299279      0.658761382     -0.224581078       1.95501649      -1.59820497    
   11.0000000       400.000000       3.45477760E-02   1.73553383      0.155448481       8.95540309E-10  -2.05798056E-02  0.443843096      -2.85426140     -0.285244823       1.85640430      -1.91844141    
   12.0000000       400.000000       3.45973931E-02   1.77006423      0.190730467       1.07734011E-09  -1.81380399E-02  0.429915726      -6.65828466     -0.357231170       1.62605226      -2.23473716    
   13.0000000       400.000000       3.46456654E-02   1.80469894      0.230494142       1.27697175E-09  -1.53672118E-02  0.416481286      -9.97476482     -0.439985186       1.28045595      -2.51698732    
   2.00000000       400.000000       3.46989296E-02   1.83938944      0.274057359       1.48969836E-09  -1.24200350E-02  0.403551787      -11.7409763     -0.531775415      0.873049498      -2.72039247    
   3.00000000       400.000000       3.47537622E-02   1.87406790      0.320095450       1.70771242E-09  -9.50578135E-03  0.391155481      -10.9077406     -0.628927290      0.493957877      -2.78729367    
   4.00000000       400.000000       3.48123796E-02   1.90886545      0.366374075       1.91899074E-09  -6.82510110E-03  0.379330277      -6.97244263     -0.725676179      0.251236826      -2.67603755    
   5.00000000       400.000000       3.48717459E-02   1.94381344      0.409675896       2.10734608E-09  -4.60312190E-03  0.368109614     -0.645302176     -0.815399230      0.228734761      -2.39500380    
   6.00000000       400.000000       3.49331126E-02   1.97864985      0.446336150       2.25542451E-09  -3.07399710E-03  0.357495964       5.70170832     -0.892853975      0.427908272      -2.03045821    
   7.00000000       400.000000       3.49960364E-02   2.01366401      0.474336624       2.35530018E-09  -2.32158578E-03  0.347446769       9.18560982     -0.957385063      0.749369085      -1.70939374    
   8.00000000       400.000000       3.50628383E-02   2.04869795      0.494855881       2.41517806E-09  -2.17726594E-03  0.337887406       8.49474049      -1.01261187       1.04721332      -1.47703254    
