          11   1.00000000               0   2.04779148       1.67376029       4.75678205       3.07936621       1.62333939E-02   4.09916276E-03  0.334274828              31
          12   1.00000000              15   2.02960825       1.65172660       4.75678205       2.96222281       1.65812764E-02   4.09916276E-03  0.334688157              31
          11   1.00000000              20   2.03200698       1.64767385       4.75678205       2.89562988       1.67601444E-02   4.09916323E-03  0.334437817              31
          12   1.00000000              25   2.07930851       1.63787961       4.75678205       3.13988042       2.02879645E-02   4.09916230E-03  0.335145473              32
          13   1.00000000              30   2.12800932       1.61350214       4.71121693       3.27951241       2.50387732E-02   4.09916230E-03  0.335417062              34
          13   1.00000000              35   2.17307091       1.58093321       4.71121693       3.31591415       3.04686185E-02   4.09916416E-03  0.337936819              35
          14   1.00000000              40   1.89467204       1.54304147       4.75678205       2.30435777       1.50382491E-02   4.09916323E-03  0.341015369              27
          14   1.00000000              45   1.93820179       1.55267286       4.75678205       2.35162830       1.74809080E-02   4.09916323E-03  0.356422246              28
          15   1.00000000              50   1.74377894       1.36130178       2.43895650       1.96464813       6.36249483E-02   4.09916230E-03  0.521262407              23
          16   1.00000000              55   1.72625220       1.34859943       2.40296197       1.94595921       6.06900044E-02   4.09916183E-03  0.502419889              22
          15   1.00000000              60   1.71523237       1.32597888       2.36718988       1.90552819       8.22685286E-02   4.09916509E-03  0.568798482              22
          16   1.00000000              75   1.67994142       1.26902199       2.29589605       1.85892189      0.109223090       4.09916509E-03  0.549508810              21
          17   1.00000000              90   1.63353431       1.21407270       2.29589605       1.31132686      0.128015950       4.09916136E-03  0.474336296              20

