1.017022e+00 6.027337e-10 -4.921297e-23 -1.980735e-22 -9.158982e-23 2.386230e-23 4.037955e-23 -1.878815e-23 2.942429e-22 -2.897716e-23 -8.527067e-23 1.156007e-22 4.139061e-24 2.518772e-23 9.571456e-23 -1.749403e-22 7.878791e-23 4.880600e-23 9.818935e-24 1.023938e-22 5.936714e-23 1.583857e-22 
1.051066e+00 5.928920e-10 3.250206e-23 -1.130222e-22 2.805853e-23 1.489651e-23 6.794955e-23 -2.748755e-23 1.016087e-22 -1.164341e-22 5.793799e-23 9.204198e-23 -4.193224e-23 2.273682e-23 -7.539361e-23 -2.070060e-22 1.917129e-23 1.345488e-22 -1.066542e-22 4.113819e-23 3.478334e-23 -3.141269e-23 
1.085114e+00 5.835162e-10 -3.629292e-10 1.652714e-10 1.393600e-10 -2.248846e-11 -1.507937e-10 -1.961280e-10 2.870042e-10 1.972522e-10 -2.337592e-10 -8.978682e-11 1.487393e-10 1.099325e-10 -1.291863e-10 -1.358211e-10 1.362911e-10 1.311595e-10 -1.017714e-10 -1.077622e-10 9.403296e-11 1.333893e-10 
1.119168e+00 7.127853e-10 -4.684660e-10 2.426936e-10 1.850346e-10 -9.863109e-11 -1.997727e-10 -1.467520e-10 3.412043e-10 1.480444e-10 -3.024260e-10 -5.440452e-11 2.422807e-10 7.001840e-11 -2.367472e-10 -7.444743e-11 2.280467e-10 4.755492e-11 -1.825124e-10 -4.122480e-11 1.869429e-10 6.294569e-11 
1.153229e+00 8.995277e-10 -6.138451e-10 3.381568e-10 2.650592e-10 -2.095682e-10 -2.656539e-10 -4.377108e-11 3.971419e-10 3.088373e-11 -3.397943e-10 6.011196e-11 2.854517e-10 -3.754074e-11 -2.928013e-10 4.766036e-11 2.748251e-10 -1.000210e-10 -2.140391e-10 1.135852e-10 2.080833e-10 -1.026190e-10 
1.187300e+00 1.070196e-09 -7.383915e-10 4.464630e-10 3.160152e-10 -3.399926e-10 -2.886162e-10 8.804894e-11 3.924530e-10 -1.196383e-10 -2.955940e-10 2.038691e-10 2.292658e-10 -1.667564e-10 -2.268007e-10 1.801184e-10 1.827732e-10 -2.340723e-10 -1.024988e-10 2.298682e-10 8.584974e-11 -2.130453e-10 
1.221382e+00 1.234987e-09 -8.411851e-10 5.700140e-10 3.250373e-10 -4.824431e-10 -2.619934e-10 2.146451e-10 3.366243e-10 -2.532361e-10 -1.991395e-10 3.260942e-10 1.106049e-10 -2.693651e-10 -8.249098e-11 2.681982e-10 6.805700e-12 -2.903240e-10 8.161154e-11 2.382163e-10 -9.337167e-11 -1.909336e-10 
1.255479e+00 1.387670e-09 -9.172062e-10 7.051141e-10 2.851111e-10 -6.212965e-10 -1.851959e-10 3.108947e-10 2.405574e-10 -3.389595e-10 -7.108563e-11 3.899106e-10 -3.727283e-11 -3.004209e-10 8.169301e-11 2.621439e-10 -1.644526e-10 -2.283457e-10 2.213701e-10 1.182279e-10 -1.917977e-10 -4.395103e-11 
1.289593e+00 1.516447e-09 -9.559124e-10 8.410144e-10 1.970247e-10 -7.363907e-10 -7.153460e-11 3.549824e-10 1.289466e-10 -3.593506e-10 5.612873e-11 3.790865e-10 -1.616722e-10 -2.464897e-10 1.899796e-10 1.657053e-10 -2.381850e-10 -8.803400e-11 2.286887e-10 -4.641921e-11 -1.399187e-10 1.016860e-10 
1.323724e+00 1.636943e-09 -9.736500e-10 9.786973e-10 8.041634e-11 -8.286065e-10 5.153222e-11 3.549010e-10 2.950257e-11 -3.333941e-10 1.547763e-10 3.222744e-10 -2.355641e-10 -1.494870e-10 2.215553e-10 4.208594e-11 -2.150942e-10 4.655646e-11 1.378837e-10 -1.578058e-10 -1.624784e-11 1.513812e-10 
1.357877e+00 1.765461e-09 -9.850976e-10 1.123668e-09 -5.084711e-11 -9.066664e-10 1.700605e-10 3.252790e-10 -4.794072e-11 -2.829385e-10 2.202387e-10 2.467904e-10 -2.615418e-10 -4.475510e-11 1.938174e-10 -6.535737e-11 -1.366168e-10 1.314904e-10 1.774978e-11 -1.862548e-10 8.934008e-11 1.064885e-10 
1.392053e+00 1.904942e-09 -9.911132e-10 1.278695e-09 -1.966958e-10 -9.721320e-10 2.819395e-10 2.700603e-10 -1.031981e-10 -2.154295e-10 2.543840e-10 1.630751e-10 -2.467800e-10 5.197913e-11 1.278416e-10 -1.386100e-10 -3.986245e-11 1.589988e-10 -8.311904e-11 -1.447947e-10 1.317159e-10 1.273078e-11 
1.426253e+00 2.054868e-09 -9.910306e-10 1.442623e-09 -3.545186e-10 -1.022659e-09 3.804435e-10 1.910309e-10 -1.308882e-10 -1.405306e-10 2.592080e-10 8.608434e-11 -2.042118e-10 1.247565e-10 4.982143e-11 -1.688870e-10 4.049027e-11 1.379263e-10 -1.343771e-10 -6.743917e-11 1.050902e-10 -7.467906e-11 
