          13   1.00000000              30   2.12800932       1.61350214       4.71121693       3.27951241       2.50387732E-02   4.09916230E-03  0.335417062              34
          23  0.666666687              30   1.99775207       1.61020529       4.66624355       2.60473752       1.77164506E-02   4.09916323E-03  0.336320460              30
          33  0.428571433              30   1.89101720       1.54630721       4.44439697       2.33911228       1.50434766E-02   4.09916276E-03  0.334060699              27
          43  0.250000000              30   1.97543728       1.43625712       3.97551847       2.63620710       3.02302651E-02   4.09916230E-03  0.322505623              29
          53  0.100000001              30   1.72933400       1.28389704       3.37215042       2.20198560       3.69910039E-02   4.09916323E-03  0.309043944              22
