          51  0.100000001               0   1.79862654       1.42767000       3.41121101       2.35334229       2.70940550E-02   4.09916276E-03  0.306503832              24
          52  0.100000001              15   1.78044009       1.37004268       3.25593615       2.29201102       3.16897705E-02   4.09916369E-03  0.323857814              24
          31  0.100000001              20   1.79040551       1.34531188       3.33332801       2.28786659       3.50565091E-02   4.09916323E-03  0.321175605              24
          32  0.100000001              25   1.68875158       1.32440269       3.33332801       2.05932736       2.69445740E-02   4.09916276E-03  0.317078233              21
          53  0.100000001              30   1.72933400       1.28389704       3.37215042       2.20198560       3.69910039E-02   4.09916323E-03  0.309043944              22
          33  0.100000001              35   1.66544652       1.24407756       3.33332801       2.07928729       3.64528596E-02   4.09916462E-03  0.293685168              20
          34  0.100000001              40   1.79040551       1.34531188       3.33332801       2.28786659       3.50565091E-02   4.09916323E-03  0.321175605              24
          54  0.100000001              45   1.62505817       1.17684031       3.68916464       1.83509696       6.11867793E-02   4.09916369E-03  0.298893929              19
          35  0.100000001              50   1.79040551       1.34531188       3.33332801       2.28786659       3.50565091E-02   4.09916323E-03  0.321175605              24
          36  0.100000001              55   1.79040551       1.34531188       3.33332801       2.28786659       3.50565091E-02   4.09916323E-03  0.321175605              24
          55  0.100000001              60   1.57197618       1.17896962       4.01692963       1.75097549       5.38012423E-02   4.09916043E-03  0.283817232              18
          56  0.100000001              75   1.53650391       1.17302799       4.10084629       1.69497371       5.21104857E-02   4.09916136E-03  0.276785791              17
          57  0.100000001              90   1.50105047       1.16733420       4.10084629       1.64705002       5.54229766E-02   4.09916183E-03  0.257810861              16
          
                    
